,Close_x,High_x,Low_x,Open_x,Volume_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_year_pillar_earthly_cos,-0.317349,-0.312432,-0.330627,-0.328421,0.0882735,-0.0127235,-0.00773157,0.029862,-0.00695632,0.042188,0.814313,-0.804539,-0.0896846,0.00151919,-0.0105528,0.0141925,0.438315,,,,,,,,,0.404379,-0.686009,0.0690438,,-0.0255736,-0.687054,-0.68034,-0.679734,-0.0127235,,0.0177187,-0.00341174,,,-0.00540555,-0.0188982,0.0177648,0.0116038,-0.0273333,0.0431719,0.0296119,0.00270883,-0.0177648,-0.0116038,0.0424976,-0.0433948,0.0177611,-0.140363,-0.0177187,0.00341174,0.140363,0.140363,0.00107808,0.383338,-0.0965249,-0.157704,0.303288,-0.522464,0.814313,0.472058,-0.725966,0.852612,0.806334,1,-0.804539,0.804539,0.725966,-0.852612,-0.58176,-0.67143,-0.0952088,-0.11942,0.0965249,0.157704,-0.409125,0.615834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00361288,-0.140363,-0.379897,-0.426801,0.0590091,,0.00204829,-0.140363,0.336575,0.712074,-0.186372,,2.45191e-07,0.140363,-0.254864,-0.426801,0.00560153,,-0.0208608,-0.140363,-0.189294,-0.712074,-0.196616,,0.0244584,-0.140363,-0.00528504,0.426801,0.257781,,-0.00404442,0.140363,0.481699,0.712074,-0.154238,-0.301581
current_year_pillar_minus_heavenly,0.126271,0.130263,0.132493,0.14228,-0.171818,0.0129164,-0.0136578,-0.0148062,0.0315236,-0.0965725,-0.651761,1,0.118459,-0.00272084,-0.00934882,0.0302473,-0.62895,,,,,,,,,-0.530661,0.621595,-0.0833358,,0.0322993,0.639853,0.615425,0.614236,0.0129164,,-0.0210515,0.00345937,,,-0.0132504,-0.012674,-0.0199332,0.00677819,0.0349112,-0.0129413,-0.014827,0.0024803,0.0199332,-0.00677819,-0.0318463,0.0226481,-0.0207272,0.297834,0.0210515,-0.00345937,-0.297834,-0.297834,-0.0500995,-0.366792,0.104014,0.104766,-0.147819,0.645496,-0.651761,-0.842626,0.588078,-0.895456,-0.759185,-0.804539,1,-1,-0.588078,0.895456,0.534242,0.976246,0.113432,0.0738515,-0.104014,-0.104766,0.385601,-0.624902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0240934,0.297834,0.381143,0.557474,-0.0749762,,-0.0250954,0.297834,-0.272972,-0.794646,0.125345,,0.0255914,-0.297834,0.225443,0.557474,-0.0218985,,0.029957,0.297834,-0.00464348,0.794646,0.170656,,-0.0413934,0.297834,0.0797138,-0.557474,-0.218513,,-0.0208294,-0.297834,-0.428441,-0.794646,0.133334,0.111112
current_year_pillar_minus_earthly,-0.126271,-0.130263,-0.132493,-0.14228,0.171818,-0.0129164,0.0136578,0.0148062,-0.0315236,0.0965725,0.651761,-1,-0.118459,0.00272084,0.00934882,-0.0302473,0.62895,,,,,,,,,0.530661,-0.621595,0.0833358,,-0.0322993,-0.639853,-0.615425,-0.614236,-0.0129164,,0.0210515,-0.00345937,,,0.0132504,0.012674,0.0199332,-0.00677819,-0.0349112,0.0129413,0.014827,-0.0024803,-0.0199332,0.00677819,0.0318463,-0.0226481,0.0207272,-0.297834,-0.0210515,0.00345937,0.297834,0.297834,0.0500995,0.366792,-0.104014,-0.104766,0.147819,-0.645496,0.651761,0.842626,-0.588078,0.895456,0.759185,0.804539,-1,1,0.588078,-0.895456,-0.534242,-0.976246,-0.113432,-0.0738515,0.104014,0.104766,-0.385601,0.624902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0240934,-0.297834,-0.381143,-0.557474,0.0749762,,0.0250954,-0.297834,0.272972,0.794646,-0.125345,,-0.0255914,0.297834,-0.225443,-0.557474,0.0218985,,-0.029957,-0.297834,0.00464348,-0.794646,-0.170656,,0.0413934,-0.297834,-0.0797138,0.557474,0.218513,,0.0208294,0.297834,0.428441,0.794646,-0.133334,-0.111112
current_year_pillar_minus_heavenly_sin,0.122439,0.123575,0.112082,0.107082,0.265213,0.013442,-0.0312687,0.0158609,0.0962521,-0.0654532,0.191986,-0.588078,-0.151208,0.0186989,-0.0322595,0.0270988,-0.00702161,,,,,,,,,0.741387,-0.355041,0.0904542,,-0.0346268,-0.346682,-0.34637,-0.344085,0.013442,,0.00282279,0.0172143,,,-0.0284853,-0.0240782,0.0265686,0.0112278,-0.0115376,0.0304887,0.0157413,0.00322792,-0.0265686,-0.0112278,0.0272494,-0.0366795,0.00156106,0.542348,-0.00282279,-0.0172143,-0.542348,-0.542348,-0.108645,0.436536,-0.108362,-0.170029,-0.0505588,-0.385551,0.191986,0.631358,-1,0.356231,0.200513,0.725966,-0.588078,0.588078,1,-0.356231,0.13098,-0.561501,-0.153447,-0.107254,0.108362,0.170029,-0.182515,0.460598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0168883,0.542348,-0.353433,0.258092,0.110121,,-0.000708388,0.542348,0.252988,0.110567,-0.133702,,0.00528322,-0.542348,-0.351178,0.258092,0.0596272,,-0.00319793,0.542348,-0.177837,-0.110567,-0.137363,,0.013098,0.542348,0.208382,-0.258092,0.140804,,-0.0157686,-0.542348,0.309101,0.110567,-0.126612,0.138473
current_year_pillar_minus_heavenly_cos,0.390893,0.390108,0.399134,0.400493,-0.0230242,0.0251705,-0.0197237,-0.0231877,0.0782844,-0.12743,-0.916035,0.895456,0.055997,0.00766918,-0.0155014,0.0223277,-0.721904,,,,,,,,,-0.216995,0.706879,-0.0529401,,0.019839,0.723337,0.703633,0.703729,0.0251705,,-0.0248156,0.0143764,,,-0.0197252,-0.00643019,-0.0108684,0.00135186,0.0357171,-0.0242044,-0.023073,0.00119486,0.0108684,-0.00135186,-0.0368459,0.0267343,-0.0253611,0.591836,0.0248156,-0.0143764,-0.591836,-0.591836,-0.0918183,-0.273175,0.0766569,0.0900499,-0.352614,0.577116,-0.916035,-0.518516,0.356231,-1,-0.969547,-0.852612,0.895456,-0.895456,-0.356231,1,0.845936,0.792724,0.0560139,0.0769504,-0.0766569,-0.0900499,0.446895,-0.595192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0211255,0.591836,0.325705,0.8108,-0.029104,,-0.0170532,0.591836,-0.283433,-0.968056,0.145031,,0.0183247,-0.591836,0.1364,0.8108,0.0159299,,0.0323916,0.591836,0.0445235,0.968056,0.178136,,-0.0365012,0.591836,0.168775,-0.8108,-0.252437,,-0.0182032,-0.591836,-0.45801,-0.968056,0.128847,0.378536
current_year_pillar_minus_earthly_sin,0.572042,0.567928,0.578029,0.571335,0.164025,0.0345106,-0.029555,-0.0223356,0.127941,-0.149696,-0.940719,0.534242,-0.0393909,0.01943,-0.0262652,0.019795,-0.691552,,,,,,,,,0.248137,0.580606,0.00149853,,-0.00158287,0.595396,0.582321,0.583988,0.0345106,,-0.023437,0.025198,,,-0.0291677,-0.00674502,0.00454908,-0.000226974,0.0282287,-0.0217346,-0.0221621,0.000838488,-0.00454908,0.000226974,-0.0284726,0.0167158,-0.0249039,0.873604,0.023437,-0.025198,-0.873604,-0.873604,-0.138725,-0.0493469,0.0165943,0.0222309,-0.474295,0.341868,-0.940719,-0.0294626,-0.13098,-0.845936,-0.942181,-0.58176,0.534242,-0.534242,0.13098,0.845936,1,0.391479,-0.0360062,0.0409195,-0.0165943,-0.0222309,0.383497,-0.36844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020038,0.873604,0.145221,0.956703,0.0389693,,-0.00847635,0.873604,-0.186116,-0.934923,0.105351,,0.011333,-0.873604,-0.0422936,0.956703,0.0583391,,0.0287797,0.873604,0.0312301,0.934923,0.123185,,-0.0240506,0.873604,0.266872,-0.956703,-0.206487,,-0.0175218,-0.873604,-0.336013,-0.934923,0.0744354,0.567745
current_year_pillar_minus_earthly_cos,0.0021961,0.00906223,0.00570884,0.0194664,-0.213107,0.00853745,-0.0156016,-0.00781829,0.0218774,-0.0916108,-0.484244,0.976246,0.129966,-0.00544146,-0.0113442,0.0394574,-0.587908,,,,,,,,,-0.590445,0.525735,-0.0865581,,0.0339929,0.546608,0.519276,0.517734,0.00853745,,-0.0188203,0.000295456,,,-0.01451,-0.0202164,-0.0208897,0.0116935,0.0330905,-0.00195738,-0.00793355,0.00374975,0.0208897,-0.0116935,-0.025113,0.0147508,-0.0182173,0.22839,0.0188203,-0.000295456,-0.22839,-0.22839,-0.045516,-0.352587,0.102945,0.0867026,-0.0453198,0.62969,-0.484244,-0.93056,0.561501,-0.792724,-0.621532,-0.67143,0.976246,-0.976246,-0.561501,0.792724,0.391479,1,0.121723,0.0557453,-0.102945,-0.0867026,0.327654,-0.575273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0288243,0.22839,0.359635,0.467902,-0.0834054,,-0.030003,0.22839,-0.229947,-0.692506,0.0945322,,0.0308235,-0.22839,0.220583,0.467902,-0.0333522,,0.0285252,0.22839,-0.0607536,0.692506,0.146626,,-0.0425519,0.22839,0.0657036,-0.467902,-0.180038,,-0.0251428,-0.22839,-0.367984,-0.692506,0.117112,-0.0121146
current_month_pillar_minus_heavenly,0.16368,0.162065,0.155596,0.158639,0.0631438,-0.0142784,0.0371055,-0.000704325,-0.0057891,-0.183249,-0.00635829,0.113432,0.994767,0.00106215,0.0403454,-0.0084667,-0.0888297,,,,,,,,,-0.144081,0.164655,-0.0609961,,0.0113955,0.196294,0.16021,0.159844,-0.0142784,,0.0108672,-0.0030486,,,0.0373279,-0.00507609,-0.0517435,-0.140054,0.00643337,0.0285747,-0.00265337,0.0166571,0.0517435,0.140054,0.0179012,-0.0537862,0.00863187,-0.0820072,-0.0108672,0.0030486,0.0820072,0.0820072,-0.175085,-0.0365494,0.649748,-0.024608,0.100284,0.462484,-0.00635829,-0.143558,0.153447,-0.0560139,-0.0197978,-0.0952088,0.113432,-0.113432,-0.153447,0.0560139,-0.0360062,0.121723,1,0.483607,-0.649748,0.024608,-0.22526,-0.466978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00829696,-0.0820072,0.164237,-0.0382067,0.0989074,,-0.0269021,-0.0820072,0.128788,-0.0184033,-0.108702,,0.00632842,0.0820072,0.102762,-0.0382067,0.0664051,,-0.0155571,-0.0820072,-0.342324,0.0184033,0.213824,,0.00395078,-0.0820072,0.12166,0.0382067,-0.217354,,0.00140218,0.0820072,-0.0387924,-0.0184033,-0.155152,0.161533
current_month_pillar_minus_earthly,0.105404,0.0942706,0.0958769,0.0900609,-0.0374911,0.0126668,0.0449982,-0.0653111,-0.0228172,0.106629,-0.0798937,0.0738515,0.540173,0.00496038,0.0478752,0.119479,-0.0700836,,,,,,,,,-0.153705,0.231746,-0.0885691,,0.0224888,0.226978,0.225135,0.224692,0.0126668,,-0.0188154,0.0105476,,,0.042908,0.0156942,-0.0825786,-0.0419509,0.0424172,-0.0145688,-0.0696135,0.0436507,0.0825786,0.0419509,-0.0300639,0.00353066,-0.0189627,-0.0233338,0.0188154,-0.0105476,0.0233338,0.0233338,0.10393,0.123422,0.175775,-0.211726,0.294168,0.272347,-0.0798937,-0.0396788,0.107254,-0.0769504,-0.0723401,-0.11942,0.0738515,-0.0738515,-0.107254,0.0769504,0.0409195,0.0557453,0.483607,1,-0.175775,0.211726,-0.330773,-0.321569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0188532,-0.0233338,0.208598,0.0123769,-0.297018,,-0.00381447,-0.0233338,0.246792,-0.0530677,0.266487,,0.00066582,0.0233338,0.127849,0.0123769,-0.335943,,-0.013695,-0.0233338,-0.312964,0.0530677,-0.300261,,-0.0116973,-0.0233338,0.0410137,-0.0123769,0.208311,,0.0278792,0.0233338,0.0233737,-0.0530677,0.249335,0.120539
current_month_pillar_minus_heavenly_sin,-0.0581349,-0.0639738,-0.0556133,-0.0625336,-0.0338854,0.0291918,-0.0734208,0.00978113,-0.0111577,0.676174,0.0462874,-0.104014,-0.652751,0.0402733,-0.0721276,0.0517008,0.074497,,,,,,,,,0.0438033,-0.06938,0.121955,,-0.0131315,-0.0647383,-0.0599573,-0.0597395,0.0291918,,-0.0179213,0.0481686,,,-0.0795441,0.0612566,0.104167,0.121172,-0.00614686,-0.0189746,0.00856969,0.000804724,-0.104167,-0.121172,0.00562165,0.0346825,-0.0156268,0.0245532,0.0179213,-0.0481686,-0.0245532,-0.0245532,0.681778,0.240362,-1,-0.0212994,-0.138417,-0.596,0.0462874,0.102914,-0.108362,0.0766569,0.0550703,0.0965249,-0.104014,0.104014,0.108362,-0.0766569,-0.0165943,-0.102945,-0.649748,-0.175775,1,0.0212994,0.228674,0.681437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00600029,0.0245532,-0.128835,-0.0113796,-0.109232,,0.0342067,0.0245532,-0.130285,0.0524583,0.239899,,-0.0386271,-0.0245532,-0.0435713,-0.0113796,-0.0370012,,0.0111371,0.0245532,0.309983,-0.0524583,-0.521101,,0.0175828,0.0245532,-0.185851,0.0113796,0.226036,,0.0205913,-0.0245532,0.00825278,0.0524583,0.245454,-0.0409095
current_month_pillar_minus_heavenly_cos,0.0599051,0.0409589,0.049721,0.0407942,0.0334352,0.033113,0.0429682,-0.0681298,-0.00634027,-0.0573664,0.0815453,-0.104766,0.00544035,-0.00389398,0.0360018,0.0430747,0.0329312,,,,,,,,,0.084152,-0.0828722,-0.0217758,,0.0176533,-0.0815242,-0.0843947,-0.0844767,0.033113,,-0.0158838,-0.00225677,,,0.0352214,0.085228,-0.0681952,0.0527381,-0.00674915,0.00829304,-0.0680535,-0.00494009,0.0681952,-0.0527381,0.00844237,0.00430102,-0.018024,0.0657082,0.0158838,0.00225677,-0.0657082,-0.0657082,-0.0409753,-0.129688,-0.0212994,-1,0.679332,-0.19194,0.0815453,0.078862,-0.170029,0.0900499,0.0746864,0.157704,-0.104766,0.104766,0.170029,-0.0900499,-0.0222309,-0.0867026,0.024608,0.211726,0.0212994,1,-0.649593,0.185591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00569941,0.0657082,0.0168366,0.0134021,0.0663008,,-0.0260357,0.0657082,0.24397,0.0501561,-0.396397,,0.00711503,-0.0657082,0.103545,0.0134021,0.0473871,,-0.0433571,0.0657082,-0.0723201,-0.0501561,0.1509,,0.0119472,0.0657082,-0.233542,-0.0134021,0.0459796,,0.0239352,-0.0657082,0.234059,0.0501561,-0.279612,0.0690919
current_month_pillar_minus_earthly_sin,-0.0363673,-0.0291902,-0.0242496,-0.0204037,-0.0806118,-0.00649008,-0.0585098,0.0581394,0.0726366,0.197147,-0.429787,0.385601,-0.237801,0.0315067,-0.051532,-0.0560308,-0.116767,,,,,,,,,-0.15319,0.223583,0.00262146,,-0.00640429,0.239617,0.223016,0.22294,-0.00649008,,0.0293684,0.0246722,,,-0.0528942,-0.0608016,0.0767369,0.00313136,-0.00628624,-0.0286726,0.061359,-0.0264393,-0.0767369,-0.00313136,-0.00779164,0.0246694,0.0303141,0.244374,-0.0293684,-0.0246722,-0.244374,-0.244374,0.176939,0.261527,-0.228674,0.649593,-0.857829,-0.0199513,-0.429787,-0.198201,0.182515,-0.446895,-0.441569,-0.409125,0.385601,-0.385601,-0.182515,0.446895,0.383497,0.327654,-0.22526,-0.330773,0.228674,-0.649593,1,-0.0630063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00756121,0.244374,-0.082745,0.347736,0.00060423,,-0.00118136,0.244374,-0.325016,-0.426362,0.379281,,-0.00606946,-0.244374,-0.224292,0.347736,0.117941,,0.0584969,0.244374,0.20947,0.426362,-0.212988,,-0.0206946,0.244374,0.28157,-0.347736,-0.219856,,-0.0317923,-0.244374,-0.295432,-0.426362,0.339032,-0.043395
current_month_pillar_minus_earthly_cos,-0.171582,-0.179887,-0.168525,-0.181171,0.0263519,0.0148816,-0.0421577,0.00769557,-0.0235768,0.458773,0.490069,-0.624902,-0.491155,0.0348914,-0.044046,-0.0021081,0.478912,,,,,,,,,0.320612,-0.490279,0.126362,,-0.0134557,-0.498037,-0.481161,-0.480681,0.0148816,,-0.000566003,0.0368512,,,-0.0460312,0.0452617,0.0690993,0.0763943,-0.0329937,0.0120044,0.0104723,-0.0326674,-0.0690993,-0.0763943,0.0375862,-3.3432e-05,0.000497275,-0.137826,0.000566003,-0.0368512,0.137826,0.137826,0.437045,0.389997,-0.681437,-0.185591,0.0529768,-0.882124,0.490069,0.467782,-0.460598,0.595192,0.527265,0.615834,-0.624902,0.624902,0.460598,-0.595192,-0.36844,-0.575273,-0.466978,-0.321569,0.681437,0.185591,-0.0630063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00115522,-0.137826,-0.276738,-0.326873,0.203967,,0.0167625,-0.137826,0.0477078,0.509479,-0.124332,,-0.0285553,0.137826,-0.173593,-0.326873,0.165616,,-0.00839849,-0.137826,0.30542,-0.509479,-0.34883,,0.0363528,-0.137826,-0.215171,0.326873,0.188082,,0.00408944,0.137826,0.210857,0.509479,-0.12215,-0.156516
base_year_pillar_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
