,Open_x,High_x,Low_x,Close_x,Volume_x,Dividends_x,Stock Splits_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_year_pillar_heavenly_cos,-0.400493,-0.390108,-0.399134,-0.390893,0.0230242,,,-0.00471911,0.0197237,0.0231877,0.0903072,0.131186,0.916035,-0.895456,-0.0629466,0.0217961,0.02419,-0.0351596,0.721904,,,,,,,,,0.216995,-0.706879,0.0529401,,-0.019839,-0.723337,-0.703633,-0.703729,-0.00471911,,-0.0116296,0.0260765,,,0.0197252,0.00643019,0.0108684,-0.00135186,-0.0357171,0.0242044,0.023073,-0.00119486,-0.0108684,0.00135186,0.0368459,-0.0267343,-0.0132438,0.591836,0.0116296,-0.0260765,-0.591836,-0.560525,0.0949231,0.283962,-0.0880074,-0.081556,0.351746,-0.575681,0.916035,0.518516,-0.356231,1,0.969547,0.852612,-0.895456,0.895456,0.356231,-1,-0.845936,-0.792724,-0.0651394,-0.0654604,0.0880074,0.081556,-0.448152,0.592753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0211255,0.591836,-0.325294,-0.8108,0.020836,,0.0170532,-0.591836,0.274883,0.968056,-0.129453,,-0.0183247,0.591836,-0.13219,-0.8108,-0.0324715,,-0.0323916,0.591836,-0.0483862,-0.968056,-0.190697,,0.0365012,-0.591836,-0.170983,0.8108,0.266896,,0.0182032,-0.591836,0.458695,0.968056,-0.119176,-0.378536
current_year_pillar_earthly_sin,-0.507575,-0.498945,-0.511016,-0.502333,-0.0605283,,,-0.00945184,0.0211217,0.0258559,0.111702,0.131624,0.981417,-0.759185,-0.0276558,0.0259855,0.0251003,-0.0236065,0.708046,,,,,,,,,0.0266547,-0.692351,0.0317051,,-0.0112884,-0.706253,-0.690979,-0.69177,-0.00945184,,-0.00874471,0.0297703,,,0.0213687,0.00220823,0.00498103,0.00187147,-0.0329867,0.0284802,0.0256753,-0.000348135,-0.00498103,-0.00187147,0.0364523,-0.0268098,-0.0104841,0.698785,0.00874471,-0.0297703,-0.698785,-0.699295,0.104208,0.210505,-0.0641534,-0.0675676,0.436513,-0.488181,0.981417,0.294206,-0.200513,0.969547,1,0.806334,-0.759185,0.759185,0.200513,-0.969547,-0.942181,-0.621532,-0.032875,-0.0631344,0.0641534,0.0675676,-0.444579,0.524501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0174397,0.698785,-0.263786,-0.876858,-0.00596129,,0.0110046,-0.698785,0.254047,0.97745,-0.127838,,-0.012565,0.698785,-0.0690354,-0.876858,-0.053786,,-0.0308219,0.698785,-0.0699879,-0.97745,-0.176399,,0.0305267,-0.698785,-0.208068,0.876858,0.266095,,0.0149813,-0.698785,0.433543,0.97745,-0.107568,-0.492567
current_year_pillar_earthly_cos,-0.328421,-0.312432,-0.330627,-0.317349,0.0882735,,,0.000459622,-0.00773157,0.029862,0.011436,0.0511628,0.814313,-0.804539,-0.0911681,0.00916205,-0.00280814,0.00236507,0.438315,,,,,,,,,0.404379,-0.686009,0.0690438,,-0.0255736,-0.687054,-0.68034,-0.679734,0.000459622,,-0.012361,0.0130922,,,-0.00540555,-0.0188982,0.0177648,0.0116038,-0.0273333,0.0431719,0.0296119,0.00270883,-0.0177648,-0.0116038,0.0424976,-0.0433948,-0.0132757,0.140363,0.012361,-0.0130922,-0.140363,-0.171523,0.00968283,0.391515,-0.108716,-0.149067,0.299961,-0.520647,0.814313,0.472058,-0.725966,0.852612,0.806334,1,-0.804539,0.804539,0.725966,-0.852612,-0.58176,-0.67143,-0.0982794,-0.107159,0.108716,0.149067,-0.408442,0.61385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00361288,0.140363,-0.382834,-0.426801,0.0511249,,0.00204829,-0.140363,0.331862,0.712074,-0.173887,,2.45191e-07,0.140363,-0.254603,-0.426801,-0.00598363,,-0.0208608,0.140363,-0.194939,-0.712074,-0.210893,,0.0244584,-0.140363,-0.00289763,0.426801,0.267086,,-0.00404442,-0.140363,0.484234,0.712074,-0.143952,-0.301581
current_year_pillar_minus_heavenly,0.14228,0.130263,0.132493,0.126271,-0.171818,,,-0.00468049,-0.0136578,-0.0148062,-0.036094,-0.108492,-0.651761,1,0.117426,-0.0105764,-0.0183119,0.0499751,-0.62895,,,,,,,,,-0.530661,0.621595,-0.0833358,,0.0322993,0.639853,0.615425,0.614236,-0.00468049,,0.0150378,-0.0150756,,,-0.0132504,-0.012674,-0.0199332,0.00677819,0.0349112,-0.0129413,-0.014827,0.0024803,0.0199332,-0.00677819,-0.0318463,0.0226481,0.0161602,-0.297834,-0.0150378,0.0150756,0.297834,0.214762,-0.0618278,-0.374042,0.1177,0.0951158,-0.141962,0.64275,-0.651761,-0.842626,0.588078,-0.895456,-0.759185,-0.804539,1,-1,-0.588078,0.895456,0.534242,0.976246,0.113866,0.060019,-0.1177,-0.0951158,0.383453,-0.623441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0240934,-0.297834,0.386434,0.557474,-0.0665859,,-0.0250954,0.297834,-0.270249,-0.794646,0.112692,,0.0255914,-0.297834,0.227726,0.557474,-0.0116764,,0.029957,-0.297834,0.00390695,0.794646,0.186899,,-0.0413934,0.297834,0.0742459,-0.557474,-0.226334,,-0.0208294,0.297834,-0.432456,-0.794646,0.121834,0.111112
current_year_pillar_minus_earthly,-0.14228,-0.130263,-0.132493,-0.126271,0.171818,,,0.00468049,0.0136578,0.0148062,0.036094,0.108492,0.651761,-1,-0.117426,0.0105764,0.0183119,-0.0499751,0.62895,,,,,,,,,0.530661,-0.621595,0.0833358,,-0.0322993,-0.639853,-0.615425,-0.614236,0.00468049,,-0.0150378,0.0150756,,,0.0132504,0.012674,0.0199332,-0.00677819,-0.0349112,0.0129413,0.014827,-0.0024803,-0.0199332,0.00677819,0.0318463,-0.0226481,-0.0161602,0.297834,0.0150378,-0.0150756,-0.297834,-0.214762,0.0618278,0.374042,-0.1177,-0.0951158,0.141962,-0.64275,0.651761,0.842626,-0.588078,0.895456,0.759185,0.804539,-1,1,0.588078,-0.895456,-0.534242,-0.976246,-0.113866,-0.060019,0.1177,0.0951158,-0.383453,0.623441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0240934,0.297834,-0.386434,-0.557474,0.0665859,,0.0250954,-0.297834,0.270249,0.794646,-0.112692,,-0.0255914,0.297834,-0.227726,-0.557474,0.0116764,,-0.029957,0.297834,-0.00390695,-0.794646,-0.186899,,0.0413934,-0.297834,-0.0742459,0.557474,0.226334,,0.0208294,-0.297834,0.432456,0.794646,-0.121834,-0.111112
current_year_pillar_minus_heavenly_sin,0.107082,0.123575,0.112082,0.122439,0.265213,,,0.0140672,-0.0312687,0.0158609,-0.106599,-0.0469551,0.191986,-0.588078,-0.13976,-0.0148622,-0.0274314,0.0124779,-0.00702161,,,,,,,,,0.741387,-0.355041,0.0904542,,-0.0346268,-0.346682,-0.34637,-0.344085,0.0140672,,-0.0124823,-0.0122353,,,-0.0284853,-0.0240782,0.0265686,0.0112278,-0.0115376,0.0304887,0.0157413,0.00322792,-0.0265686,-0.0112278,0.0272494,-0.0366795,-0.012072,-0.542348,0.0124823,0.0122353,0.542348,0.532288,-0.0897035,0.436386,-0.119659,-0.16288,-0.0598923,-0.382651,0.191986,0.631358,-1,0.356231,0.200513,0.725966,-0.588078,0.588078,1,-0.356231,0.13098,-0.561501,-0.141887,-0.0959519,0.119659,0.16288,-0.177027,0.460636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0168883,-0.542348,-0.363902,0.258092,0.104962,,-0.000708388,0.542348,0.258795,0.110567,-0.130646,,0.00528322,-0.542348,-0.360769,0.258092,0.0621389,,-0.00319793,-0.542348,-0.187924,-0.110567,-0.152128,,0.013098,0.542348,0.221483,-0.258092,0.136276,,-0.0157686,0.542348,0.315692,0.110567,-0.117299,0.138473
current_year_pillar_minus_heavenly_cos,0.400493,0.390108,0.399134,0.390893,-0.0230242,,,0.00471911,-0.0197237,-0.0231877,-0.0903072,-0.131186,-0.916035,0.895456,0.0629466,-0.0217961,-0.02419,0.0351596,-0.721904,,,,,,,,,-0.216995,0.706879,-0.0529401,,0.019839,0.723337,0.703633,0.703729,0.00471911,,0.0116296,-0.0260765,,,-0.0197252,-0.00643019,-0.0108684,0.00135186,0.0357171,-0.0242044,-0.023073,0.00119486,0.0108684,-0.00135186,-0.0368459,0.0267343,0.0132438,-0.591836,-0.0116296,0.0260765,0.591836,0.560525,-0.0949231,-0.283962,0.0880074,0.081556,-0.351746,0.575681,-0.916035,-0.518516,0.356231,-1,-0.969547,-0.852612,0.895456,-0.895456,-0.356231,1,0.845936,0.792724,0.0651394,0.0654604,-0.0880074,-0.081556,0.448152,-0.592753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0211255,-0.591836,0.325294,0.8108,-0.020836,,-0.0170532,0.591836,-0.274883,-0.968056,0.129453,,0.0183247,-0.591836,0.13219,0.8108,0.0324715,,0.0323916,-0.591836,0.0483862,0.968056,0.190697,,-0.0365012,0.591836,0.170983,-0.8108,-0.266896,,-0.0182032,0.591836,-0.458695,-0.968056,0.119176,0.378536
current_year_pillar_minus_earthly_sin,0.571335,0.567928,0.578029,0.572042,0.164025,,,0.014956,-0.029555,-0.0223356,-0.146673,-0.141823,-0.940719,0.534242,-0.0243013,-0.0311791,-0.0322505,0.0216583,-0.691552,,,,,,,,,0.248137,0.580606,0.00149853,,-0.00158287,0.595396,0.582321,0.583988,0.014956,,0.00410412,-0.0339992,,,-0.0291677,-0.00674502,0.00454908,-0.000226974,0.0282287,-0.0217346,-0.0221621,0.000838488,-0.00454908,0.000226974,-0.0284726,0.0167158,0.00597262,-0.873604,-0.00410412,0.0339992,0.873604,0.884712,-0.129824,-0.0613702,0.0216,0.0176918,-0.479825,0.342404,-0.940719,-0.0294626,-0.13098,-0.845936,-0.942181,-0.58176,0.534242,-0.534242,0.13098,0.845936,1,0.391479,-0.018474,0.0358021,-0.0216,-0.0176918,0.388628,-0.365581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020038,-0.873604,0.137751,0.956703,0.0446297,,-0.00847635,0.873604,-0.172777,-0.934923,0.0905254,,0.011333,-0.873604,-0.0534042,0.956703,0.078056,,0.0287797,-0.873604,0.0283041,0.934923,0.127291,,-0.0240506,0.873604,0.278088,-0.956703,-0.225186,,-0.0175218,0.873604,-0.332319,-0.934923,0.0699647,0.567745
current_year_pillar_minus_earthly_cos,0.0194664,0.00906223,0.00570884,0.0021961,-0.213107,,,-0.00763749,-0.0156016,-0.00781829,-0.024091,-0.105189,-0.484244,0.976246,0.126383,-0.00696515,-0.0198013,0.0608886,-0.587908,,,,,,,,,-0.590445,0.525735,-0.0865581,,0.0339929,0.546608,0.519276,0.517734,-0.00763749,,0.0151,-0.0112219,,,-0.01451,-0.0202164,-0.0208897,0.0116935,0.0330905,-0.00195738,-0.00793355,0.00374975,0.0208897,-0.0116935,-0.025113,0.0147508,0.0160344,-0.22839,-0.0151,0.0112219,0.22839,0.113964,-0.0590815,-0.358017,0.116274,0.0774397,-0.0381486,0.626654,-0.484244,-0.93056,0.561501,-0.792724,-0.621532,-0.67143,0.976246,-0.976246,-0.561501,0.792724,0.391479,1,0.119255,0.0422632,-0.116274,-0.0774397,0.324493,-0.574324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0288243,-0.22839,0.366439,0.467902,-0.0756669,,-0.030003,0.22839,-0.229451,-0.692506,0.083807,,0.0308235,-0.22839,0.224915,0.467902,-0.0260566,,0.0285252,-0.22839,-0.0511392,0.692506,0.162727,,-0.0425519,0.22839,0.0580602,-0.467902,-0.18505,,-0.0251428,0.22839,-0.372821,-0.692506,0.105955,-0.0121146
current_month_pillar_minus_heavenly,0.16725,0.171454,0.158587,0.167534,0.0943853,,,0.00905496,0.0471358,0.00652588,-0.0116327,-0.186881,-0.0204965,0.113866,0.994758,0.0143994,0.0460747,-0.00490496,-0.111411,,,,,,,,,-0.128421,0.171778,-0.0788481,,0.00930191,0.205268,0.166,0.165718,0.00905496,,-0.0205191,0.0196822,,,0.0482372,-0.0210338,-0.0563769,-0.11549,0.0287781,0.03857,0.00224095,0.0424033,0.0563769,0.11549,-0.00185278,-0.0733597,-0.0231285,0.0638297,0.0205191,-0.0196822,-0.0638297,-0.0286538,-0.180193,-0.0205818,0.647971,-0.0255824,0.0905453,0.465313,-0.0204965,-0.134086,0.141887,-0.0651394,-0.032875,-0.0982794,0.113866,-0.113866,-0.141887,0.0651394,-0.018474,0.119255,1,0.491906,-0.647971,0.0255824,-0.226245,-0.470118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000527734,0.0638297,0.151782,-0.0215298,0.100815,,-0.0178637,-0.0638297,0.13583,-0.0312117,-0.101901,,0.0205906,0.0638297,0.0992041,-0.0215298,0.0698881,,-0.0156729,0.0638297,-0.353689,0.0312117,0.21802,,-0.00937956,-0.0638297,0.124844,0.0215298,-0.223037,,0.00600364,-0.0638297,-0.0256017,-0.0312117,-0.153187,0.164713
current_month_pillar_minus_earthly,0.0896504,0.0969292,0.0958706,0.108753,-0.0211022,,,0.0071796,0.0488885,-0.0603551,-0.0124038,0.110416,-0.0719357,0.060019,0.547769,-0.0167843,0.0473133,0.132601,-0.0786157,,,,,,,,,-0.138589,0.22477,-0.10836,,-0.000384887,0.222057,0.216622,0.216506,0.0071796,,-0.0178928,-0.0116866,,,0.0477619,-0.00208056,-0.0751462,-0.00992815,0.0238299,0.00591738,-0.065313,0.0517278,0.0751462,0.00992815,-0.0149855,-0.00498526,-0.0168343,0.0239149,0.0178928,0.0116866,-0.0239149,0.0395052,0.106475,0.136609,0.17867,-0.208327,0.292908,0.269912,-0.0719357,-0.0272724,0.0959519,-0.0654604,-0.0631344,-0.107159,0.060019,-0.060019,-0.0959519,0.0654604,0.0358021,0.0422632,0.491906,1,-0.17867,0.208327,-0.341681,-0.323426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00955465,0.0239149,0.199101,0.00757681,-0.298684,,-0.0171715,-0.0239149,0.256584,-0.0438793,0.265396,,0.0146788,0.0239149,0.125048,0.00757681,-0.326381,,-0.00423834,0.0239149,-0.316406,0.0438793,-0.293639,,-0.0193754,-0.0239149,0.0365376,-0.00757681,0.195481,,0.0148609,-0.0239149,0.0357055,-0.0438793,0.249833,0.12394
current_month_pillar_minus_heavenly_sin,-0.0639758,-0.0650541,-0.0532604,-0.0547198,-0.0403298,,,0.00474193,-0.0924677,0.0266729,-0.0156979,0.681445,0.0541504,-0.1177,-0.651144,-0.0685609,-0.0993456,0.0461791,0.0937342,,,,,,,,,0.0590124,-0.087271,0.137852,,-0.00839579,-0.0862373,-0.0766191,-0.0764378,0.00474193,,-0.0143352,-0.0664487,,,-0.10079,0.0802366,0.13129,0.128447,-0.024044,-0.00860565,0.0245847,0.0112829,-0.13129,-0.128447,0.0150788,0.0345057,-0.0116669,-0.0240926,0.0143352,0.0664487,0.0240926,0.000449222,0.687161,0.246619,-1,-0.0209069,-0.135513,-0.609332,0.0541504,0.115196,-0.119659,0.0880074,0.0641534,0.108716,-0.1177,0.1177,0.119659,-0.0880074,-0.0216,-0.116274,-0.647971,-0.17867,1,0.0209069,0.226377,0.689681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0157305,-0.0240926,-0.123593,-0.016039,-0.107016,,0.0280492,0.0240926,-0.121359,0.0614999,0.228535,,-0.0453652,-0.0240926,-0.0533848,-0.016039,-0.0296173,,-0.0107031,-0.0240926,0.317021,-0.0614999,-0.527893,,0.0280522,0.0240926,-0.17796,0.016039,0.222677,,0.024095,0.0240926,0.00297528,0.0614999,0.242141,-0.0367756
current_month_pillar_minus_heavenly_cos,0.058311,0.0578381,0.0584679,0.0692682,0.0961059,,,0.0205525,0.0154627,-0.0397093,0.0166533,-0.0565851,0.0752528,-0.0951158,0.00560192,-0.00405303,0.0146514,0.0484736,0.03841,,,,,,,,,0.0743393,-0.0796381,-0.05241,,0.0173555,-0.0805132,-0.083563,-0.0836711,0.0205525,,0.0279124,-0.0139794,,,0.00830187,0.071606,-0.032855,0.0900825,0.00495098,-0.00379476,-0.0420569,0.0238588,0.032855,-0.0900825,-7.01507e-05,0.009005,0.0288198,-0.0671784,-0.0279124,0.0139794,0.0671784,0.0508855,-0.0390474,-0.134724,-0.0209069,-1,0.672351,-0.19151,0.0752528,0.0707321,-0.16288,0.081556,0.0675676,0.149067,-0.0951158,0.0951158,0.16288,-0.081556,-0.0176918,-0.0774397,0.0255824,0.208327,0.0209069,1,-0.639547,0.182578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0204559,-0.0671784,0.0231391,0.0177062,0.066134,,-0.00751958,0.0671784,0.239643,0.0430399,-0.395381,,-0.0120986,-0.0671784,0.0961351,0.0177062,0.0461164,,-0.0552243,-0.0671784,-0.0605112,-0.0430399,0.150908,,0.0287773,0.0671784,-0.224019,-0.0177062,0.0403324,,0.0361437,0.0671784,0.221568,0.0430399,-0.277442,0.0773474
current_month_pillar_minus_earthly_sin,-0.0242741,-0.0329309,-0.0231549,-0.0357646,-0.113633,,,-0.0057562,-0.0490841,0.0447361,-0.082012,0.195181,-0.433444,0.383453,-0.239996,-0.0152106,-0.0493738,-0.0353617,-0.118648,,,,,,,,,-0.144762,0.223625,0.0270245,,-0.00116026,0.240752,0.224972,0.224859,-0.0057562,,-0.0394415,-0.00259467,,,-0.0444943,-0.0462158,0.0625317,-0.020571,-0.0150925,-0.0216904,0.0491344,-0.0408685,-0.0625317,0.020571,-0.003011,0.0229501,-0.038901,-0.250238,0.0394415,0.00259467,0.250238,0.154047,0.175461,0.255263,-0.226377,0.639547,-0.852782,-0.0223716,-0.433444,-0.192801,0.177027,-0.448152,-0.444579,-0.408442,0.383453,-0.383453,-0.177027,0.448152,0.388628,0.324493,-0.226245,-0.341681,0.226377,-0.639547,1,-0.0560885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112006,-0.250238,-0.0836301,0.352474,0.0158403,,-0.0132894,0.250238,-0.318476,-0.429172,0.360649,,0.00392549,-0.250238,-0.222181,0.352474,0.137388,,0.0577507,-0.250238,0.206554,0.429172,-0.204546,,-0.0293296,0.250238,0.27972,-0.352474,-0.227717,,-0.034596,0.250238,-0.292697,-0.429172,0.324788,-0.0425716
current_month_pillar_minus_earthly_cos,-0.17914,-0.178071,-0.166243,-0.168905,0.0334029,,,0.00608519,-0.0579266,0.0257642,0.00601753,0.463053,0.487205,-0.623441,-0.493953,-0.0461482,-0.0598108,-0.00489889,0.487385,,,,,,,,,0.323242,-0.496013,0.128418,,-0.00880396,-0.506725,-0.486745,-0.486324,0.00608519,,-0.0187666,-0.0425576,,,-0.0631073,0.0550362,0.0912134,0.087422,-0.0361151,0.0115083,0.0274505,-0.0192296,-0.0912134,-0.087422,0.0364043,0.00196584,-0.0179329,0.1356,0.0187666,0.0425576,-0.1356,-0.169496,0.442352,0.387798,-0.689681,-0.182578,0.0511705,-0.886461,0.487205,0.467908,-0.460636,0.592753,0.524501,0.61385,-0.623441,0.623441,0.460636,-0.592753,-0.365581,-0.574324,-0.470118,-0.323426,0.689681,0.182578,-0.0560885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00948825,0.1356,-0.27689,-0.324327,0.205082,,0.0224385,-0.1356,0.0478856,0.506874,-0.127545,,-0.0407315,0.1356,-0.181825,-0.324327,0.167399,,-0.0233516,0.1356,0.308781,-0.506874,-0.354427,,0.0474404,-0.1356,-0.205108,0.324327,0.18595,,0.0118224,-0.1356,0.207376,0.506874,-0.120474,-0.153684
base_year_pillar_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
